id,sportId,locationId,league-aa,league-de,league-en,league-es,league-fr,league-ja,league-ko,league-pt,league-ru,league-th,league-tr,league-vi,league-zh
17164,23,44,"World Championships, Singles","World Championships, Singles","World Championships, Singles","Campeonato Mundial, Individual","World Championships, Singles","World Championships, Singles","World Championships, Singles",Campeonato Mundo,"World Championships, Singles","World Championships, Singles","World Championships, Singles","Giải vô địch thế giới, đơn đấu","World Championships, Singles"
92572,23,44,,,,,,,,,,,,,
27504,23,44,"Luxembourg Open, Women, Doubles","Luxembourg Open, Women, Doubles","Luxembourg Open, Women, Doubles","Luxembourg Open, Women, Doubles","Luxembourg Open, Women, Doubles","Luxembourg Open, Women, Doubles","Luxembourg Open, Women, Doubles","Luxembourg Open, Women, Doubles","Luxembourg Open, Women, Doubles","Luxembourg Open, Women, Doubles","Luxembourg Open, Women, Doubles","Luxembourg Open, Women, Doubles","Luxembourg Open, Women, Doubles"
37759,23,44,Sunbet Challenge Hosted By Wild Coast Sun 2022,Sunbet Challenge Hosted By Wild Coast Sun 2022,Sunbet Challenge Hosted By Wild Coast Sun 2022,Sunbet Challenge Hosted By Wild Coast Sun 2022,Sunbet Challenge Hosted By Wild Coast Sun 2022,Sunbet Challenge Hosted By Wild Coast Sun 2022,Sunbet Challenge Hosted By Wild Coast Sun 2022,Sunbet Challenge Hosted By Wild Coast Sun 2022,Sunbet Challenge Hosted By Wild Coast Sun 2022,Sunbet Challenge Hosted By Wild Coast Sun 2022,Sunbet Challenge Hosted By Wild Coast Sun 2022,Sunbet Challenge Hosted By Wild Coast Sun 2022,Sunbet Challenge Hosted By Wild Coast Sun 2022
31432,23,44,,,,,,,,,,,,,
11979,23,44,"Ukraine International, Singles","Ukraine International, Singles","Ukraine International, Singles","Ukraine International, Singles","Ukraine International, Singles","Ukraine International, Singles","Ukraine International, Singles","Ukraine International, Singles","Ukraine International, Singles","Ukraine International, Singles","Ukraine International, Singles","Ukraine International, Singles","Ukraine International, Singles"
25588,23,44,"Korea Masters, Mixed Doubles","Korea Masters, Mixed Doubles","Korea Masters, Mixed Doubles","M. Corea (GPG), Dob Mix.","Korea Masters, Mixed Doubles","Korea Masters, Mixed Doubles","Korea Masters, Mixed Doubles","Masters da Coreia, PM","Korea Masters, Mixed Doubles","Korea Masters, Mixed Doubles","Korea Masters, Mixed Doubles","Korea Masters, Đôi Nam Nữ","Korea Masters, Mixed Doubles"
120747,23,44,,,,,,,,,,,,,
23015,23,44,"German Open, Doubles","German Open, Doubles","German Open, Doubles","Op Alemania(WT),Dob","German Open, Doubles","German Open, Doubles","독일 오픈, 복식","Open Alemanha (WT), P","German Open, Doubles","เยอรมัน โอเพน, ดับเบิ้ล","German Open, Doubles","Đức Mở Rộng, Đôi","German Open, Doubles"
7426,23,44,,"Orleans Masters, Singles","Orleans Masters, Singles",M. Orleans (WT),"Masters d'Orléans, Simples","Orleans Masters, Singles","Orleans Masters, Singles",Masters Orleães (WT),"Orleans Masters, Singles","Orleans Masters, Singles","Orleans Masters, Singles","Orleans Masters, Đơn Nam","Orleans Masters, Singles"
30846,23,44,,,,,,,,,,,,,
7480,23,44,"Polish International, Women, Doubles","Polish International, Women, Doubles","Polish International, Women, Doubles","Int. Polonia (IS), Ind. Fem.","Polish International, Women, Doubles","Polish International, Women, Doubles","Polish International, Women, Doubles","Int. Polónia (IS), PF","Polish International, Women, Doubles","Polish International, Women, Doubles","Polish International, Women, Doubles","Ba Lan International, Đôi Nữ","Polish International, Women, Doubles"
