id,sportId,locationId,league-aa,league-de,league-en,league-es,league-fr,league-ja,league-ko,league-pt,league-ru,league-th,league-tr,league-vi,league-zh
6360,4,934,,"ITF Turkey F2, Men Singles","ITF Turkey F2, Men Singles","ITF Turkey F2, Men Singles","ITF Turkey F2, Men Singles","ITF Turkey F2, Men Singles","ITF Turkey F2, Men Singles","ITF Turkey F2, Men Singles","ITF Turkey F2, Men Singles","ITF Turkey F2, Men Singles","ITF Türkiye F2, Erkekler Tekler","ITF Thổ Nhĩ Kỳ F2, Đơn Nam","ITF Turkey F2, Men Singles"
6363,4,934,,"ITF Egypt F2, Men Singles","ITF Egypt F2, Men Singles","ITF Egypt F2, Men Singles","ITF Egypt F2, Men Singles","ITF Egypt F2, Men Singles","ITF Egypt F2, Men Singles","ITF Egypt F2, Men Singles","ITF Egypt F2, Men Singles","ITF Egypt F2, Men Singles","ITF Mısır F2, Tek Erkekler","ITF Ai Cập F2, Đơn Nam","ITF Egypt F2, Men Singles"
6368,4,934,,"ITF Tunisia F2, Men Singles","ITF Tunisia F2, Men Singles","ITF Tunisia F2, Men Singles","ITF Tunisia F2, Men Singles","ITF Tunisia F2, Men Singles","ITF Tunisia F2, Men Singles","ITF Tunisia F2, Men Singles","ITF Tunisia F2, Men Singles","ITF Tunisia F2, Men Singles","ITF Tunus F2, Tek Erkekler","ITF Tunisia F2, Đơn Nam","ITF Tunisia F2, Men Singles"
6367,4,934,,"ITF Spain F2, Men Singles","ITF Spain F2, Men Singles","ITF Spain F2, Men Singles","ITF Spain F2, Men Singles","ITF Spain F2, Men Singles","ITF Spain F2, Men Singles","ITF Spain F2, Men Singles","ITF Spain F2, Men Singles","ITF Spain F2, Men Singles","ITF İspanya F2, Tek Erkekler","ITF Tây Ban Nha F2, Đơn Nam","ITF Spain F2, Men Singles"
6364,4,924,,"ITF Tunisia 02A, Women Singles","ITF Tunisia 02A, Women Singles","ITF Tunisia 02A, Women Singles","ITF Tunisia 02A, Women Singles","ITF Tunisia 02A, Women Singles","ITF Tunisia 02A, Women Singles","ITF Tunisia 02A, Women Singles","ITF Tunisia 02A, Women Singles","ITF Tunisia 02A, Women Singles","ITF Tunus 02A, Kadınlar Tekler","ITF Tunisia 02A, Đơn Nữ","ITF Tunisia 02A, Women Singles"
6384,4,924,,"ITF Turkey 02A, Women Doubles","ITF Turkey 02A, Women Doubles","ITF Turkey 02A, Women Doubles","ITF Turkey 02A, Women Doubles","ITF Turkey 02A, Women Doubles","ITF Turkey 02A, Women Doubles","ITF Turkey 02A, Women Doubles","ITF Turkey 02A, Women Doubles","ITF Turkey 02A, Women Doubles","ITF Türkiye 02A, Kadınlar Çiftler","ITF Thổ Nhĩ Kỳ 02A, Đôi Nữ","ITF Turkey 02A, Women Doubles"
6369,4,924,,"ITF Egypt 02A, Women Singles","ITF Egypt 02A, Women Singles","ITF Egypt 02A, Women Singles","ITF Egypt 02A, Women Singles","ITF Egypt 02A, Women Singles","ITF Egypt 02A, Women Singles","ITF Egypt 02A, Women Singles","ITF Egypt 02A, Women Singles","ITF Egypt 02A, Women Singles","ITF Mısır 02A, Kadınlar Tekler","ITF Ai Cập 02A, Đơn Nữ","ITF Egypt 02A, Women Singles"
6386,4,934,,"ITF Tunisia F2, Men Doubles","ITF Tunisia F2, Men Doubles","ITF Tunisia F2, Men Doubles","ITF Tunisia F2, Men Doubles","ITF Tunisia F2, Men Doubles","ITF Tunisia F2, Men Doubles","ITF Tunisia F2, Men Doubles","ITF Tunisia F2, Men Doubles","ITF Tunisia F2, Men Doubles","ITF Tunus F2, Çift Erkekler","ITF Tunisia F2, Đôi Nam","ITF Tunisia F2, Men Doubles"
6391,4,924,,"ITF Egypt 02A, Women Doubles","ITF Egypt 02A, Women Doubles","ITF Egypt 02A, Women Doubles","ITF Egypt 02A, Women Doubles","ITF Egypt 02A, Women Doubles","ITF Egypt 02A, Women Doubles","ITF Egypt 02A, Women Doubles","ITF Egypt 02A, Women Doubles","ITF Egypt 02A, Women Doubles","ITF Mısır 02A, Kadınlar Çiftler","ITF Ai Cập 02A, Đôi Nữ","ITF Egypt 02A, Women Doubles"
6392,4,934,,"ITF Egypt F2, Men Doubles","ITF Egypt F2, Men Doubles","ITF Egypt F2, Men Doubles","ITF Egypt F2, Men Doubles","ITF Egypt F2, Men Doubles","ITF Egypt F2, Men Doubles","ITF Egypt F2, Men Doubles","ITF Egypt F2, Men Doubles","ITF Egypt F2, Men Doubles","ITF Mısır F2, Çift Erkekler","ITF Ai Cập F2, Đôi Nam","ITF Egypt F2, Men Doubles"
6390,4,924,,"ITF Germany 03A, Women Doubles","ITF Germany 03A, Women Doubles","ITF Germany 03A, Women Doubles","ITF Germany 03A, Women Doubles","ITF Germany 03A, Women Doubles","ITF Germany 03A, Women Doubles","ITF Germany 03A, Women Doubles","ITF Germany 03A, Women Doubles","ITF Germany 03A, Women Doubles","ITF Almanya 03A, Çift Kadınlar","ITF Đức 03A, Đôi Nữ","ITF Germany 03A, Women Doubles"
6385,4,934,,"ITF Turkey F2, Men Doubles","ITF Turkey F2, Men Doubles","ITF Turkey F2, Men Doubles","ITF Turkey F2, Men Doubles","ITF Turkey F2, Men Doubles","ITF Turkey F2, Men Doubles","ITF Turkey F2, Men Doubles","ITF Turkey F2, Men Doubles","ITF Turkey F2, Men Doubles","ITF Türkiye F2, Erkekler Çiftler","ITF Thổ Nhĩ Kỳ F2, Đôi Nam","ITF Turkey F2, Men Doubles"
6388,4,934,,"ITF Spain F2, Men Doubles","ITF Spain F2, Men Doubles","ITF Spain F2, Men Doubles","ITF Spain F2, Men Doubles","ITF Spain F2, Men Doubles","ITF Spain F2, Men Doubles","ITF Spain F2, Men Doubles","ITF Spain F2, Men Doubles","ITF Spain F2, Men Doubles","ITF İspanya F2, Çift Erkekler","ITF Tây Ban Nha F2, Đôi Nam","ITF Spain F2, Men Doubles"
6387,4,924,,"ITF Tunisia 02A, Women Doubles","ITF Tunisia 02A, Women Doubles","ITF Tunisia 02A, Women Doubles","ITF Tunisia 02A, Women Doubles","ITF Tunisia 02A, Women Doubles","ITF Tunisia 02A, Women Doubles","ITF Tunisia 02A, Women Doubles","ITF Tunisia 02A, Women Doubles","ITF Tunisia 02A, Women Doubles","ITF Tunus 02A, Kadınlar Çiftler","ITF Tunisia 02A, Đôi Nữ","ITF Tunisia 02A, Women Doubles"
6434,4,934,,"ITF France F1, Men Singles","ITF France F1, Men Singles","ITF France F1, Men Singles","ITF France F1, Men Singles","ITF France F1, Men Singles","ITF France F1, Men Singles","ITF France F1, Men Singles","ITF France F1, Men Singles","ITF France F1, Men Singles","ITF Fransa F1, Tek Erkekler","ITF Pháp F1, Đơn Nam","ITF France F1, Men Singles"
6439,4,934,,"ITF Turkey F3, Men Singles","ITF Turkey F3, Men Singles","ITF Turkey F3, Men Singles","ITF Turkey F3, Men Singles","ITF Turkey F3, Men Singles","ITF Turkey F3, Men Singles","ITF Turkey F3, Men Singles","ITF Turkey F3, Men Singles","ITF Turkey F3, Men Singles","ITF Türkiye F3, Erkekler Tekler","ITF Thổ Nhĩ Kỳ F3, Đơn Nam","ITF Turkey F3, Men Singles"
6438,4,924,,"ITF Turkey 03A, Women Singles","ITF Turkey 03A, Women Singles","ITF Turkey 03A, Women Singles","ITF Turkey 03A, Women Singles","ITF Turkey 03A, Women Singles","ITF Turkey 03A, Women Singles","ITF Turkey 03A, Women Singles","ITF Turkey 03A, Women Singles","ITF Turkey 03A, Women Singles","ITF Türkiye 03A, Kadınlar Tekler","ITF Thổ Nhĩ Kỳ 03A, Đơn Nữ","ITF Turkey 03A, Women Singles"
6442,4,924,,"ITF Spain 01A, Women Singles","ITF Spain 01A, Women Singles","ITF Spain 01A, Women Singles","ITF Spain 01A, Women Singles","ITF Spain 01A, Women Singles","ITF Spain 01A, Women Singles","ITF Spain 01A, Women Singles","ITF Spain 01A, Women Singles","ITF Spain 01A, Women Singles","ITF İspanya 01A, Kadınlar Tekler","ITF Tây Ban Nha 01A, Đơn Nữ","ITF Spain 01A, Women Singles"
6445,4,924,,"ITF Egypt 03A, Women Singles","ITF Egypt 03A, Women Singles","ITF Egypt 03A, Women Singles","ITF Egypt 03A, Women Singles","ITF Egypt 03A, Women Singles","ITF Egypt 03A, Women Singles","ITF Egypt 03A, Women Singles","ITF Egypt 03A, Women Singles","ITF Egypt 03A, Women Singles","ITF Mısır 03A, Kadınlar Tekler","ITF Ai Cập 03A, Đơn Nữ","ITF Egypt 03A, Women Singles"
6440,4,934,,"ITF Egypt F3, Men Singles","ITF Egypt F3, Men Singles","ITF Egypt F3, Men Singles","ITF Egypt F3, Men Singles","ITF Egypt F3, Men Singles","ITF Egypt F3, Men Singles","ITF Egypt F3, Men Singles","ITF Egypt F3, Men Singles","ITF Egypt F3, Men Singles","ITF Mısır F3, Tek Erkekler","ITF Ai Cập F3, Đơn Nam","ITF Egypt F3, Men Singles"
6463,4,924,,"ITF Turkey 03A, Women Doubles","ITF Turkey 03A, Women Doubles","ITF Turkey 03A, Women Doubles","ITF Turkey 03A, Women Doubles","ITF Turkey 03A, Women Doubles","ITF Turkey 03A, Women Doubles","ITF Turkey 03A, Women Doubles","ITF Turkey 03A, Women Doubles","ITF Turkey 03A, Women Doubles","ITF Türkiye 03A, Kadınlar Çiftler","ITF Thổ Nhĩ Kỳ 03A, Đôi Nữ","ITF Turkey 03A, Women Doubles"
6464,4,934,,"ITF Turkey F3, Men Doubles","ITF Turkey F3, Men Doubles","ITF Turkey F3, Men Doubles","ITF Turkey F3, Men Doubles","ITF Turkey F3, Men Doubles","ITF Turkey F3, Men Doubles","ITF Turkey F3, Men Doubles","ITF Turkey F3, Men Doubles","ITF Turkey F3, Men Doubles","ITF Türkiye F3, Erkekler Çiftler","ITF Thổ Nhĩ Kỳ F3, Đôi Nam","ITF Turkey F3, Men Doubles"
6467,4,924,,"ITF Egypt 03A, Women Doubles","ITF Egypt 03A, Women Doubles","ITF Egypt 03A, Women Doubles","ITF Egypt 03A, Women Doubles","ITF Egypt 03A, Women Doubles","ITF Egypt 03A, Women Doubles","ITF Egypt 03A, Women Doubles","ITF Egypt 03A, Women Doubles","ITF Egypt 03A, Women Doubles","ITF Mısır 03A, Kadınlar Çiftler","ITF Ai Cập 03A, Đôi Nữ","ITF Egypt 03A, Women Doubles"
6466,4,924,,"ITF Spain 01A, Women Doubles","ITF Spain 01A, Women Doubles","ITF Spain 01A, Women Doubles","ITF Spain 01A, Women Doubles","ITF Spain 01A, Women Doubles","ITF Spain 01A, Women Doubles","ITF Spain 01A, Women Doubles","ITF Spain 01A, Women Doubles","ITF Spain 01A, Women Doubles","ITF İspanya 01A, Kadınlar Çiftler","ITF Tây Ban Nha 01A, Đôi Nữ","ITF Spain 01A, Women Doubles"
6465,4,934,,"ITF France F1, Men Doubles","ITF France F1, Men Doubles","ITF France F1, Men Doubles","ITF France F1, Men Doubles","ITF France F1, Men Doubles","ITF France F1, Men Doubles","ITF France F1, Men Doubles","ITF France F1, Men Doubles","ITF France F1, Men Doubles","ITF Fransa F1, Çift Erkekler","ITF Pháp F1, Đôi Nam","ITF France F1, Men Doubles"
6468,4,934,,"ITF Egypt F3, Men Doubles","ITF Egypt F3, Men Doubles","ITF Egypt F3, Men Doubles","ITF Egypt F3, Men Doubles","ITF Egypt F3, Men Doubles","ITF Egypt F3, Men Doubles","ITF Egypt F3, Men Doubles","ITF Egypt F3, Men Doubles","ITF Egypt F3, Men Doubles","ITF Mısır F3, Çift Erkekler","ITF Ai Cập F3, Đôi Nam","ITF Egypt F3, Men Doubles"
6517,4,924,,"ITF Turkey 04A, Women Singles","ITF Turkey 04A, Women Singles","ITF Turkey 04A, Women Singles","ITF Turkey 04A, Women Singles","ITF Turkey 04A, Women Singles","ITF Turkey 04A, Women Singles","ITF Turkey 04A, Women Singles","ITF Turkey 04A, Women Singles","ITF Turkey 04A, Women Singles","ITF Türkiye 04A, Kadınlar Tekler","ITF Thổ Nhĩ Kỳ 04A, Đơn Nữ","ITF Turkey 04A, Women Singles"
6514,4,924,,"ITF USA 01A, Women Singles","ITF USA 01A, Women Singles","ITF USA 01A, Women Singles","ITF USA 01A, Women Singles","ITF USA 01A, Women Singles","ITF USA 01A, Women Singles","ITF USA 01A, Women Singles","ITF USA 01A, Women Singles","ITF USA 01A, Women Singles","ITF ABD 01A, Kadınlar Tekler","ITF Mỹ 01A, Đơn Nữ","ITF USA 01A, Women Singles"
6516,4,934,,"ITF Turkey F4, Men Singles","ITF Turkey F4, Men Singles","ITF Turkey F4, Men Singles","ITF Turkey F4, Men Singles","ITF Turkey F4, Men Singles","ITF Turkey F4, Men Singles","ITF Turkey F4, Men Singles","ITF Turkey F4, Men Singles","ITF Turkey F4, Men Singles","ITF Türkiye F4, Erkekler Tekler","ITF Thổ Nhĩ Kỳ F4, Đơn Nam","ITF Turkey F4, Men Singles"
6515,4,924,,"ITF France 01A, Women Singles","ITF France 01A, Women Singles","ITF France 01A, Women Singles","ITF France 01A, Women Singles","ITF France 01A, Women Singles","ITF France 01A, Women Singles","ITF France 01A, Women Singles","ITF France 01A, Women Singles","ITF France 01A, Women Singles","ITF Fransa 01A, Kadınlar Tekler","ITF Pháp 01A, Đơn Nữ","ITF France 01A, Women Singles"
6519,4,934,,"ITF Egypt F4, Men Singles","ITF Egypt F4, Men Singles","ITF Egypt F4, Men Singles","ITF Egypt F4, Men Singles","ITF Egypt F4, Men Singles","ITF Egypt F4, Men Singles","ITF Egypt F4, Men Singles","ITF Egypt F4, Men Singles","ITF Egypt F4, Men Singles","ITF Mısır F4, Tek Erkekler","ITF Ai Cập F4, Đơn Nam","ITF Egypt F4, Men Singles"
6532,4,924,,"ITF Egypt 04A, Women Doubles","ITF Egypt 04A, Women Doubles","ITF Egypt 04A, Women Doubles","ITF Egypt 04A, Women Doubles","ITF Egypt 04A, Women Doubles","ITF Egypt 04A, Women Doubles","ITF Egypt 04A, Women Doubles","ITF Egypt 04A, Women Doubles","ITF Egypt 04A, Women Doubles","ITF Mısır 04A, Kadınlar Çiftler","ITF Ai Cập 04A, Đôi Nữ","ITF Egypt 04A, Women Doubles"
6522,4,924,,"ITF Spain 02A, Women Singles","ITF Spain 02A, Women Singles","ITF Spain 02A, Women Singles","ITF Spain 02A, Women Singles","ITF Spain 02A, Women Singles","ITF Spain 02A, Women Singles","ITF Spain 02A, Women Singles","ITF Spain 02A, Women Singles","ITF Spain 02A, Women Singles","ITF İspanya 02A, Kadınlar Tekler","ITF Tây Ban Nha 02A, Đơn Nữ","ITF Spain 02A, Women Singles"
6518,4,924,,"ITF Egypt 04A, Women Singles","ITF Egypt 04A, Women Singles","ITF Egypt 04A, Women Singles","ITF Egypt 04A, Women Singles","ITF Egypt 04A, Women Singles","ITF Egypt 04A, Women Singles","ITF Egypt 04A, Women Singles","ITF Egypt 04A, Women Singles","ITF Egypt 04A, Women Singles","ITF Mısır 04A, Kadınlar Tekler","ITF Ai Cập 04A, Đơn Nữ","ITF Egypt 04A, Women Singles"
6534,4,924,,"ITF France 01A, Women Doubles","ITF France 01A, Women Doubles","ITF France 01A, Women Doubles","ITF France 01A, Women Doubles","ITF France 01A, Women Doubles","ITF France 01A, Women Doubles","ITF France 01A, Women Doubles","ITF France 01A, Women Doubles","ITF France 01A, Women Doubles","ITF Fransa 01A, Kadınlar Çiftler","ITF Pháp 01A, Đôi Nữ","ITF France 01A, Women Doubles"
6538,4,924,,"ITF USA 01A, Women Doubles","ITF USA 01A, Women Doubles","ITF USA 01A, Women Doubles","ITF USA 01A, Women Doubles","ITF USA 01A, Women Doubles","ITF USA 01A, Women Doubles","ITF USA 01A, Women Doubles","ITF USA 01A, Women Doubles","ITF USA 01A, Women Doubles","ITF ABD 01A, Kadınlar Çiftler","ITF Mỹ 01A, Đôi Nữ","ITF USA 01A, Women Doubles"
6533,4,934,,"ITF Egypt F4, Men Doubles","ITF Egypt F4, Men Doubles","ITF Egypt F4, Men Doubles","ITF Egypt F4, Men Doubles","ITF Egypt F4, Men Doubles","ITF Egypt F4, Men Doubles","ITF Egypt F4, Men Doubles","ITF Egypt F4, Men Doubles","ITF Egypt F4, Men Doubles","ITF Mısır F4, Çift Erkekler","ITF Ai Cập F4, Đôi Nam","ITF Egypt F4, Men Doubles"
6587,4,934,,"ITF Turkey F4, Men Doubles","ITF Turkey F4, Men Doubles","ITF Turkey F4, Men Doubles","ITF Turkey F4, Men Doubles","ITF Turkey F4, Men Doubles","ITF Turkey F4, Men Doubles","ITF Turkey F4, Men Doubles","ITF Turkey F4, Men Doubles","ITF Turkey F4, Men Doubles","ITF Türkiye F4, Erkekler Çiftler","ITF Thổ Nhĩ Kỳ F4, Đôi Nam","ITF Turkey F4, Men Doubles"
6588,4,924,,"ITF Turkey 04A, Women Doubles","ITF Turkey 04A, Women Doubles","ITF Turkey 04A, Women Doubles","ITF Turkey 04A, Women Doubles","ITF Turkey 04A, Women Doubles","ITF Turkey 04A, Women Doubles","ITF Turkey 04A, Women Doubles","ITF Turkey 04A, Women Doubles","ITF Turkey 04A, Women Doubles","ITF Türkiye 04A, Kadınlar Çiftler","ITF Thổ Nhĩ Kỳ 04A, Đôi Nữ","ITF Turkey 04A, Women Doubles"
6557,4,924,,"ITF Spain 02A, Women Doubles","ITF Spain 02A, Women Doubles","ITF Spain 02A, Women Doubles","ITF Spain 02A, Women Doubles","ITF Spain 02A, Women Doubles","ITF Spain 02A, Women Doubles","ITF Spain 02A, Women Doubles","ITF Spain 02A, Women Doubles","ITF Spain 02A, Women Doubles","ITF İspanya 02A, Kadınlar Çiftler","ITF Tây Ban Nha 02A, Đôi Nữ","ITF Spain 02A, Women Doubles"
6624,4,924,,"ITF Kazakhstan 01A, Women Singles","ITF Kazakhstan 01A, Women Singles","ITF Kazakhstan 01A, Women Singles","ITF Kazakhstan 01A, Women Singles","ITF Kazakhstan 01A, Women Singles","ITF Kazakhstan 01A, Women Singles","ITF Kazakhstan 01A, Women Singles","ITF Kazakhstan 01A, Women Singles","ITF Kazakhstan 01A, Women Singles","ITF Kazakistan 01A, Tek Kadınlar","ITF Kazakhstan 01A, Đơn Nữ","ITF Kazakhstan 01A, Women Singles"
6596,4,934,,"ITF Russia F1, Men Singles","ITF Russia F1, Men Singles","ITF Russia F1, Men Singles","ITF Russia F1, Men Singles","ITF Russia F1, Men Singles","ITF Russia F1, Men Singles","ITF Russia F1, Men Singles","ITF Russia F1, Men Singles","ITF Russia F1, Men Singles","ITF Rusya F1, Erkekler Tekler","ITF Nga F1, Đơn Nam","ITF Russia F1, Men Singles"
6627,4,934,,"ITF Turkey F5, Men Singles","ITF Turkey F5, Men Singles","ITF Turkey F5, Men Singles","ITF Turkey F5, Men Singles","ITF Turkey F5, Men Singles","ITF Turkey F5, Men Singles","ITF Turkey F5, Men Singles","ITF Turkey F5, Men Singles","ITF Turkey F5, Men Singles","ITF Türkiye F5, Erkekler Tekler","ITF Thổ Nhĩ Kỳ F5, Đơn Nam","ITF Turkey F5, Men Singles"
6626,4,924,,"ITF Turkey 05A, Women Singles","ITF Turkey 05A, Women Singles","ITF Turkey 05A, Women Singles","ITF Turkey 05A, Women Singles","ITF Turkey 05A, Women Singles","ITF Turkey 05A, Women Singles","ITF Turkey 05A, Women Singles","ITF Turkey 05A, Women Singles","ITF Turkey 05A, Women Singles","ITF Türkiye 05A, Tek Kadınlar","ITF Thổ Nhĩ Kỳ 05A, Đơn Nữ","ITF Turkey 05A, Women Singles"
6625,4,934,"ITF Kazakhstan F1, Men Singles","ITF Kazakhstan F1, Men Singles","ITF Kazakhstan F1, Men Singles","ITF Kazakhstan F1, Men Singles","ITF Kazakhstan F1, Men Singles","ITF Kazakhstan F1, Men Singles","ITF Kazakhstan F1, Men Singles","ITF Kazakhstan F1, Men Singles","ITF Kazakhstan F1, Men Singles","ITF Kazakhstan F1, Men Singles","ITF Kazakistan F1, Tek Erkekler","ITF Kazakhstan F1, Đơn Nam","ITF Kazakhstan F1, Men Singles"
6628,4,924,,"ITF Egypt 05A, Women Singles","ITF Egypt 05A, Women Singles","ITF Egypt 05A, Women Singles","ITF Egypt 05A, Women Singles","ITF Egypt 05A, Women Singles","ITF Egypt 05A, Women Singles","ITF Egypt 05A, Women Singles","ITF Egypt 05A, Women Singles","ITF Egypt 05A, Women Singles","ITF Mısır 05A, Kadınlar Tekler","ITF Ai Cập 05A, Đơn Nữ","ITF Egypt 05A, Women Singles"
6631,4,934,,"ITF Spain F3, Men Singles","ITF Spain F3, Men Singles","ITF Spain F3, Men Singles","ITF Spain F3, Men Singles","ITF Spain F3, Men Singles","ITF Spain F3, Men Singles","ITF Spain F3, Men Singles","ITF Spain F3, Men Singles","ITF Spain F3, Men Singles","ITF İspanya F3, Erkekler Tekler","ITF Tây Ban Nha F3, Đơn Nam","ITF Spain F3, Men Singles"
6634,4,934,,"ITF Kazakhstan F1, Men Doubles","ITF Kazakhstan F1, Men Doubles","ITF Kazakhstan F1, Men Doubles","ITF Kazakhstan F1, Men Doubles","ITF Kazakhstan F1, Men Doubles","ITF Kazakhstan F1, Men Doubles","ITF Kazakhstan F1, Men Doubles","ITF Kazakhstan F1, Men Doubles","ITF Kazakhstan F1, Men Doubles","ITF Kazakistan F1, Çift Erkekler","ITF Kazakhstan F1, Đôi Nam","ITF Kazakhstan F1, Men Doubles"
6636,4,934,,"ITF Russia F1, Men Doubles","ITF Russia F1, Men Doubles","ITF Russia F1, Men Doubles","ITF Russia F1, Men Doubles","ITF Russia F1, Men Doubles","ITF Russia F1, Men Doubles","ITF Russia F1, Men Doubles","ITF Russia F1, Men Doubles","ITF Russia F1, Men Doubles","ITF Rusya F1, Erkekler Çiftler","ITF Nga F1, Đôi Nam","ITF Russia F1, Men Doubles"
6632,4,924,,"ITF Spain 03A, Women Singles","ITF Spain 03A, Women Singles","ITF Spain 03A, Women Singles","ITF Spain 03A, Women Singles","ITF Spain 03A, Women Singles","ITF Spain 03A, Women Singles","ITF Spain 03A, Women Singles","ITF Spain 03A, Women Singles","ITF Spain 03A, Women Singles","ITF İspanya 03A, Kadınlar Tekler","ITF Tây Ban Nha 03A, Đơn Nữ","ITF Spain 03A, Women Singles"
6629,4,934,,"ITF Egypt F5, Men Singles","ITF Egypt F5, Men Singles","ITF Egypt F5, Men Singles","ITF Egypt F5, Men Singles","ITF Egypt F5, Men Singles","ITF Egypt F5, Men Singles","ITF Egypt F5, Men Singles","ITF Egypt F5, Men Singles","ITF Egypt F5, Men Singles","ITF Mısır F5, Tek Erkekler","ITF Ai Cập F5, Đơn Nam","ITF Egypt F5, Men Singles"
6630,4,934,,"ITF Tunisia F5, Men Singles","ITF Tunisia F5, Men Singles","ITF Tunisia F5, Men Singles","ITF Tunisia F5, Men Singles","ITF Tunisia F5, Men Singles","ITF Tunisia F5, Men Singles","ITF Tunisia F5, Men Singles","ITF Tunisia F5, Men Singles","ITF Tunisia F5, Men Singles","ITF Tunus F5, Erkekler Tekler","ITF Tunisia F5, Đơn Nam","ITF Tunisia F5, Men Singles"
6635,4,924,,"ITF Kazakhstan 01A, Women Doubles","ITF Kazakhstan 01A, Women Doubles","ITF Kazakhstan 01A, Women Doubles","ITF Kazakhstan 01A, Women Doubles","ITF Kazakhstan 01A, Women Doubles","ITF Kazakhstan 01A, Women Doubles","ITF Kazakhstan 01A, Women Doubles","ITF Kazakhstan 01A, Women Doubles","ITF Kazakhstan 01A, Women Doubles","ITF Kazakistan 01A, Çift Kadınlar","ITF Kazakhstan 01A, Đôi Nữ","ITF Kazakhstan 01A, Women Doubles"
6638,4,924,,"ITF Tunisia 05A, Women Singles","ITF Tunisia 05A, Women Singles","ITF Tunisia 05A, Women Singles","ITF Tunisia 05A, Women Singles","ITF Tunisia 05A, Women Singles","ITF Tunisia 05A, Women Singles","ITF Tunisia 05A, Women Singles","ITF Tunisia 05A, Women Singles","ITF Tunisia 05A, Women Singles","ITF Tunus 05A, Tek Kadınlar","ITF Tunisia 05A, Đơn Nữ","ITF Tunisia 05A, Women Singles"
6639,4,934,,"ITF Tunisia F5, Men Doubles","ITF Tunisia F5, Men Doubles","ITF Tunisia F5, Men Doubles","ITF Tunisia F5, Men Doubles","ITF Tunisia F5, Men Doubles","ITF Tunisia F5, Men Doubles","ITF Tunisia F5, Men Doubles","ITF Tunisia F5, Men Doubles","ITF Tunisia F5, Men Doubles","ITF Tunus F5, Çift Erkekler","ITF Tunisia F5, Đôi Nam","ITF Tunisia F5, Men Doubles"
6637,4,924,,"ITF Egypt 05A, Women Doubles","ITF Egypt 05A, Women Doubles","ITF Egypt 05A, Women Doubles","ITF Egypt 05A, Women Doubles","ITF Egypt 05A, Women Doubles","ITF Egypt 05A, Women Doubles","ITF Egypt 05A, Women Doubles","ITF Egypt 05A, Women Doubles","ITF Egypt 05A, Women Doubles","ITF Mısır 05A, Kadınlar Çiftler","ITF Ai Cập 05A, Đôi Nữ","ITF Egypt 05A, Women Doubles"
6640,4,924,,"ITF Tunisia 05A, Women Doubles","ITF Tunisia 05A, Women Doubles","ITF Tunisia 05A, Women Doubles","ITF Tunisia 05A, Women Doubles","ITF Tunisia 05A, Women Doubles","ITF Tunisia 05A, Women Doubles","ITF Tunisia 05A, Women Doubles","ITF Tunisia 05A, Women Doubles","ITF Tunisia 05A, Women Doubles","ITF Tunus 05A, Kadınlar Çiftler","ITF Tunisia 05A, Đôi Nữ","ITF Tunisia 05A, Women Doubles"
6641,4,924,,"ITF Spain 03A, Women Doubles","ITF Spain 03A, Women Doubles","ITF Spain 03A, Women Doubles","ITF Spain 03A, Women Doubles","ITF Spain 03A, Women Doubles","ITF Spain 03A, Women Doubles","ITF Spain 03A, Women Doubles","ITF Spain 03A, Women Doubles","ITF Spain 03A, Women Doubles","ITF İspanya 03A, Kadınlar Çiftler","ITF Tây Ban Nha 03A, Đôi Nữ","ITF Spain 03A, Women Doubles"
6646,4,934,,"ITF Egypt F5, Men Doubles","ITF Egypt F5, Men Doubles","ITF Egypt F5, Men Doubles","ITF Egypt F5, Men Doubles","ITF Egypt F5, Men Doubles","ITF Egypt F5, Men Doubles","ITF Egypt F5, Men Doubles","ITF Egypt F5, Men Doubles","ITF Egypt F5, Men Doubles","ITF Mısır F5, Çift Erkekler","ITF Ai Cập F5, Đôi Nam","ITF Egypt F5, Men Doubles"
6642,4,934,,"ITF Turkey F5, Men Doubles","ITF Turkey F5, Men Doubles","ITF Turkey F5, Men Doubles","ITF Turkey F5, Men Doubles","ITF Turkey F5, Men Doubles","ITF Turkey F5, Men Doubles","ITF Turkey F5, Men Doubles","ITF Turkey F5, Men Doubles","ITF Turkey F5, Men Doubles","ITF Türkiye F5, Erkekler Çiftler","ITF Thổ Nhĩ Kỳ F5, Đôi Nam","ITF Turkey F5, Men Doubles"
6689,4,924,,"ITF France 02A, Women Singles","ITF France 02A, Women Singles","ITF France 02A, Women Singles","ITF France 02A, Women Singles","ITF France 02A, Women Singles","ITF France 02A, Women Singles","ITF France 02A, Women Singles","ITF France 02A, Women Singles","ITF France 02A, Women Singles","ITF Fransa 02A, Kadınlar Tekler","ITF Pháp 02A, Đơn Nữ","ITF France 02A, Women Singles"
6643,4,924,,"ITF Turkey 05A, Women Doubles","ITF Turkey 05A, Women Doubles","ITF Turkey 05A, Women Doubles","ITF Turkey 05A, Women Doubles","ITF Turkey 05A, Women Doubles","ITF Turkey 05A, Women Doubles","ITF Turkey 05A, Women Doubles","ITF Turkey 05A, Women Doubles","ITF Turkey 05A, Women Doubles","ITF Türkiye 05A, Kadınlar Çiftler","ITF Thổ Nhĩ Kỳ 05A, Đôi Nữ","ITF Turkey 05A, Women Doubles"
