id,name,sportId,sportName,groupId,groupName,isMultilineMarket,isFreeText
3985722,AFL Premiership 2024 - Finals Series - Most Goals,58,Australian Rules,,,False,False
3102161,AFL Premiership 2024 - Regular Season - Best Finishing Position - Carlton vs. Melbourne Demons,58,Australian Rules,,,False,False
3102163,AFL Premiership 2024 - Regular Season - Best Finishing Position - Collingwood vs. Brisbane Lions,58,Australian Rules,,,False,False
3102165,AFL Premiership 2024 - Regular Season - Best Finishing Position - Essendon vs. Geelong Cats,58,Australian Rules,,,False,False
3102167,AFL Premiership 2024 - Regular Season - Best Finishing Position - Gold Coast vs. Fremantle,58,Australian Rules,,,False,False
3102159,AFL Premiership 2024 - Regular Season - Best Finishing Position - GWS Giants vs. Sydney Swans,58,Australian Rules,,,False,False
3102160,AFL Premiership 2024 - Regular Season - Best Finishing Position - North Melbourne vs. West Coast,58,Australian Rules,,,False,False
3102162,AFL Premiership 2024 - Regular Season - Best Finishing Position - Port Adelaide vs. Adelaide Crows,58,Australian Rules,,,False,False
3102164,AFL Premiership 2024 - Regular Season - Best Finishing Position - Richmond vs. Hawthorn Hawks,58,Australian Rules,,,False,False
3102166,AFL Premiership 2024 - Regular Season - Best Finishing Position - St Kilda vs. Western Bulldogs,58,Australian Rules,,,False,False
2946767,AFL Premiership 2024 - Regular Season - State of Winner,58,Australian Rules,,,False,False
2848986,AFL Premiership 2024 - Regular Season - Top 4,58,Australian Rules,,,False,False
2848987,AFL Premiership 2024 - Regular Season - Top 8,58,Australian Rules,,,False,False
4108848,AFL Premiership 2024 - Stage of Elimination - Brisbane Lions,58,Australian Rules,,,False,False
4108849,AFL Premiership 2024 - Stage of Elimination - Geelong Cats,58,Australian Rules,,,False,False
4108846,AFL Premiership 2024 - Stage of Elimination - Port Adelaide Power,58,Australian Rules,,,False,False
4108847,AFL Premiership 2024 - Stage of Elimination - Sydney Swans,58,Australian Rules,,,False,False
4510400,AFL Premiership 2025 - Regular Season - To Miss the Top 4,58,Australian Rules,,,False,False
4510399,AFL Premiership 2025 - Regular Season - To Miss the Top 8,58,Australian Rules,,,False,False
2844718,AFL Premiership Grand Final - Winner,58,Australian Rules,,,False,False
333189,Asian Handicap,58,Australian Rules,1.0,Main,True,False
310154,Asian Handicap 1st Period,58,Australian Rules,29.0,Quarter Markets,True,False
345697,Asian Handicap 2nd Half,58,Australian Rules,34.0,Half Markets,True,False
310158,Asian Handicap 2nd Period,58,Australian Rules,29.0,Quarter Markets,True,False
315513,Asian Handicap 3rd Period,58,Australian Rules,29.0,Quarter Markets,True,False
315514,Asian Handicap 4th Period,58,Australian Rules,29.0,Quarter Markets,True,False
315515,Asian Handicap Halftime,58,Australian Rules,34.0,Half Markets,True,False
425035,Asian Handicap Including Overtime,58,Australian Rules,,,True,False
333194,Asian Total,58,Australian Rules,1.0,Main,True,False
2,Double chance,58,Australian Rules,1.0,Main,False,False
5,Draw no bet,58,Australian Rules,1.0,Main,False,False
3671138,First Goalscorer,58,Australian Rules,33.0,Player Markets,False,False
581572,First Player To Score,58,Australian Rules,33.0,Player Markets,False,False
293993,First Team To Score,58,Australian Rules,6.0,Goals,False,False
2011276,Goals Range Away Team,58,Australian Rules,6.0,Goals,False,False
2011162,Goals Range Home Team,58,Australian Rules,6.0,Goals,False,False
277744,Grand Final Winner,58,Australian Rules,15.0,Outrights ,False,False
47,Handicap,58,Australian Rules,1.0,Main,True,False
107,Highest scoring half,58,Australian Rules,31.0,Extra Markets,False,False
28497,Highest scoring period,58,Australian Rules,31.0,Extra Markets,False,False
4505074,Home Team - First Goalscorer,58,Australian Rules,33.0,Player Markets,False,False
155,Last goal,58,Australian Rules,1.0,Main,False,False
3671140,Last Goalscorer,58,Australian Rules,33.0,Player Markets,False,False
301024,Last Team To Score,58,Australian Rules,6.0,Goals,False,False
4144611,Most Disposals Group,58,Australian Rules,31.0,Extra Markets,False,False
4143886,Norm Smith Medal,58,Australian Rules,31.0,Extra Markets,False,False
4155715,Norm Smith Winner,58,Australian Rules,,,False,False
320107,Not To Finish In Top 8,58,Australian Rules,15.0,Outrights ,False,False
83,Odd/even,58,Australian Rules,398.0,Odd/Even,False,False
437547,Player To Score In Anytime,58,Australian Rules,33.0,Player Markets,False,False
3219559,Team First Goalscorer,58,Australian Rules,,,False,False
34210,To Finish In Top 4,58,Australian Rules,15.0,Outrights ,False,False
277746,To Finish In Top 8,58,Australian Rules,15.0,Outrights ,False,False
277745,To Reach the Grand Final,58,Australian Rules,15.0,Outrights ,False,False
4144169,Top Goal Scorer,58,Australian Rules,31.0,Extra Markets,False,False
320114,Top Non Victorian Club,58,Australian Rules,15.0,Outrights ,False,False
320115,Top Victorian Club,58,Australian Rules,15.0,Outrights ,False,False
66,Total,58,Australian Rules,1.0,Main,True,False
2012093,Under/Over - 1st Period - Goals,58,Australian Rules,29.0,Quarter Markets,True,False
315522,Under/Over - 2nd Half,58,Australian Rules,4.0,2nd Half,True,False
309785,Under/Over 1st Period,58,Australian Rules,29.0,Quarter Markets,True,False
310265,Under/Over 2nd Period,58,Australian Rules,29.0,Quarter Markets,True,False
315518,Under/Over 3rd Period,58,Australian Rules,29.0,Quarter Markets,True,False
315519,Under/Over 4th Period,58,Australian Rules,29.0,Quarter Markets,True,False
2012095,Under/Over Goals - 1st Half,58,Australian Rules,3.0,1st Half,True,False
2012096,Under/Over Goals - 2nd Half,58,Australian Rules,4.0,2nd Half,True,False
315516,Under/Over Halftime,58,Australian Rules,34.0,Half Markets,True,False
7577,Which team wins the rest of the match,58,Australian Rules,1.0,Main,False,False
28169,Winner,58,Australian Rules,1.0,Main,False,False
